tiempo;cpu
0.0021518;42.9
0.0022671;42.9
0.0032231;42.9
0.0021403;42.9
0.0020353;42.9
0.0024366;42.9
0.0020387;42.9
0.0030164;42.9
0.002186;42.9
0.0021114;38.1
0.0021581;38.1
0.0033256;38.1
0.0020681;38.1
0.0021628;38.1
0.0019879;38.1
0.0037662;38.1
0.0034507;38.1
0.0021637;38.1
0.0019798;47.4
0.0028351;47.4
0.0023182;47.4
0.0022843;47.4
0.0020444;47.4
0.0021104;47.4
0.0020549;47.4
0.002687;47.4
0.0028228;47.4
0.0022235;48.5
0.0023675;48.5
0.0020345;48.5
0.0028713;48.5
0.0019534;48.5
0.0025873;48.5
0.002033;48.5
0.0038633;48.5
0.0032819;48.5
0.0020388;41.4
0.0021067;41.4
0.0019789;41.4
0.0023566;41.4
0.0020701;41.4
0.0022609;41.4
0.0028863;41.4
0.0020808;41.4
0.001936;41.4
0.0022085;47.6
0.0027244;47.6
0.0026568;47.6
0.0020426;47.6
0.0022623;47.6
0.0020852;47.6
0.0039422;47.6
0.0025429;47.6
0.002958;47.6
0.002509;55.0
0.0019635;55.0
0.0022288;55.0
0.0045615;55.0
0.002563;55.0
0.0021818;55.0
0.002097;55.0
0.001903;55.0
0.0021013;55.0
0.0022468;40.8
0.0023136;40.8
0.00216;40.8
0.0022722;40.8
0.001922;40.8
0.0020467;40.8
0.0020336;40.8
0.0022724;40.8
0.0023702;40.8
0.0025596;44.4
0.0025329;44.4
0.0029482;44.4
0.0018345;44.4
0.0019421;44.4
0.0019396;44.4
0.0019852;44.4
0.0022782;44.4
0.003131;44.4
0.0020934;40.9
0.0019813;40.9
0.0257;31.5
0.0028167;31.5
0.0033919;31.5
0.0035632;31.5
0.003109;31.5
0.0033836;31.5
0.0031766;83.7
0.0032564;83.7
0.0034547;83.7
0.0040279;83.7
0.0040028;83.7
0.0022025;83.7
0.0021844;83.7
0.0023084;75.1
0.0042519;75.1
0.0027841;75.1
0.0025988;75.1
0.002282;75.1
0.0098946;75.1
0.0027142;75.1
0.0025837;75.1
0.0020719;75.1
0.0023301;38.7
0.0023687;38.7
0.0022051;38.7
0.0026314;38.7
0.0028244;38.7
0.0028055;38.7
0.0034617;38.7
0.0021125;38.7
0.002143;38.7
0.0023868;39.5
0.0031111;39.5
0.0025816;39.5
0.0020807;39.5
0.0036179;39.5
0.0022352;39.5
0.0027794;39.5
0.0021432;39.5
0.0019844;39.5
0.0027328;42.5
0.0023721;42.5
0.0024691;42.5
0.0024279;42.5
0.0020718;42.5
0.0021176;42.5
0.0026315;42.5
0.0020777;42.5
0.0021742;42.5
0.0020932;36.1
0.0033584;36.1
0.0029235;36.1
0.0025555;36.1
0.0021182;36.1
0.0023909;36.1
0.0027823;36.1
0.0021924;36.1
0.0041809;58.3
0.0028743;58.3
0.0027079;58.3
0.0026609;58.3
0.0040427;58.3
0.0022946;58.3
0.002732;58.3
0.0032893;58.3
0.0022607;64.1
0.0021509;64.1
0.0024119;64.1
0.0021025;64.1
0.002622;64.1
0.00197;64.1
0.002274;64.1
0.0028718;64.1
0.0021155;64.1
0.0020384;36.3
0.00229;36.3
0.0021189;36.3
0.0021191;36.3
0.0026509;36.3
0.0027057;36.3
0.0022495;36.3
0.0021108;36.3
0.0026992;36.3
0.0019854;45.2
0.0022792;45.2
0.0029582;45.2
0.0025048;45.2
0.002047;45.2
0.0024687;45.2
0.0024308;45.2
0.0024093;45.2
0.0033833;45.2
0.0024919;41.8
0.0023668;41.8
0.0020703;41.8
0.0022228;41.8
0.0028531;41.8
0.0028597;41.8
0.0019723;41.8
0.0026312;41.8
0.0020609;41.2
0.0020516;41.2
0.0032115;41.2
0.0029089;41.2
0.0020852;41.2
0.001986;41.2
0.0021011;41.2
0.0024774;41.2
0.0026075;41.2
0.0019049;41.3
0.0018587;41.3
0.0024142;41.3
0.0019721;41.3
0.0021222;41.3
0.0027362;41.3
0.0019923;41.3
0.0021502;41.3
0.0021687;41.3
0.0019787;48.0
0.0023021;48.0
0.003335;48.0
0.003304;48.0
0.0019747;48.0
0.0019899;48.0
0.0029891;48.0
0.002206;48.0
0.0020135;48.0
0.0022065;39.8
0.0027385;39.8
0.0021934;39.8
0.0019946;39.8
0.0028185;39.8
0.0019065;39.8
0.0033656;39.8
0.0024911;39.8
0.0026311;39.8
0.001893;54.1
0.0032338;54.1
0.0021508;54.1
0.0022151;54.1
0.0030418;54.1
0.0025613;54.1
0.0029037;54.1
0.0027796;54.1
0.0037051;62.4
0.0020983;62.4
0.0022084;62.4
0.002164;62.4
0.0020768;62.4
0.0021265;62.4
0.002722;62.4
0.0022045;62.4
0.0023373;62.4
0.0020082;38.3
0.0023147;38.3
0.0025907;38.3
0.0020546;38.3
0.0020312;38.3
0.002276;38.3
0.0021849;38.3
0.0020441;38.3
0.0018909;38.3
0.0019663;38.3
0.0018811;33.6
0.0021588;33.6
0.0021318;33.6
0.0022908;33.6
0.0023503;33.6
0.0019504;33.6
0.0019497;33.6
0.0019289;33.6
0.0019823;33.6
0.0018766;33.6
0.0019606;28.1
0.0020134;28.1
0.0018412;28.1
0.0020671;28.1
0.0020184;28.1
0.0020787;28.1
0.0020471;28.1
0.0020378;28.1
0.0018281;28.1
0.0019338;28.1
0.0023728;31.2
0.0019266;31.2
0.0020608;31.2
0.0020324;31.2
0.0019821;31.2
0.0032165;31.2
0.0021642;31.2
0.0023717;31.2
0.0031544;31.2
0.0276178;34.0
0.0030789;34.0
0.0025039;34.0
0.0029758;34.0
0.0032453;34.0
0.0033053;34.0
0.0036944;81.1
0.0032037;81.1
0.0043429;81.1
0.0038973;81.1
0.0048429;81.1
0.0023609;81.1
0.0020539;78.2
0.0021499;78.2
0.0026461;78.2
0.0038378;78.2
0.0020379;78.2
0.0021915;78.2
0.0020859;78.2
0.0020524;78.2
0.0020572;78.2
0.0021613;39.1
0.0021111;39.1
0.0021029;39.1
0.0023405;39.1
0.0024694;39.1
0.0029968;39.1
0.0021663;39.1
0.0021813;39.1
0.0021156;39.1
0.0022661;39.5
0.0031284;39.5
0.0021636;39.5
0.0027314;39.5
0.0030294;39.5
0.0020879;39.5
0.0021181;39.5
0.0024065;39.5
0.0027573;39.5
0.0023675;37.3
0.0033045;37.3
0.0035675;37.3
0.0025924;37.3
0.0021746;37.3
0.0025326;37.3
0.0021914;37.3
0.0022268;37.3
0.0022097;37.3
0.0020945;43.5
0.0024539;43.5
0.0020556;43.5
0.0020904;43.5
0.0022212;43.5
0.0022131;43.5
0.0022316;43.5
0.0026065;43.5
0.0021972;43.5
0.0033205;52.4
0.0027543;52.4
0.0038102;52.4
0.0047973;52.4
0.0030519;52.4
0.0023046;52.4
0.0024197;52.4
0.0025025;52.4
0.0020942;56.6
0.0023483;56.6
0.0019803;56.6
0.0026112;56.6
0.0021012;56.6
0.0032584;56.6
0.0021624;56.6
0.0032921;67.0
0.0034773;67.0
0.003296;67.0
0.0025716;67.0
0.0066257;89.7
0.0025003;89.7
0.0033977;89.7
0.0021877;89.7
0.0022155;89.7
0.0025851;89.7
0.0025955;89.7
0.0019684;89.7
0.0024907;53.0
0.0026491;53.0
0.0021606;53.0
0.0030606;53.0
0.0028988;53.0
0.0021233;53.0
0.0020915;53.0
0.0029184;53.0
0.0024544;65.1
0.0023939;65.1
0.0028914;65.1
0.0029384;65.1
0.0022488;65.1
0.0026442;65.1
0.0021304;65.1
0.0029923;71.8
0.0033625;71.8
0.0029056;71.8
0.002922;71.8
0.0028687;71.8
0.0021042;71.8
0.0025881;77.0
0.0029004;77.0
0.0020632;77.0
0.0020481;77.0
0.0024652;77.0
0.0021385;77.0
0.0020987;77.0
0.0026769;77.0
0.0030079;77.0
0.0028739;43.4
0.0029049;43.4
0.0024365;43.4
0.0020674;43.4
0.0020837;43.4
0.001909;43.4
0.0019084;43.4
0.0023681;43.4
0.0020889;47.4
0.0019254;47.4
0.0027626;47.4
0.001971;47.4
0.0019729;47.4
0.0025048;47.4
0.0020975;47.4
0.0029915;47.4
0.0030965;56.4
0.0030645;56.4
0.0025362;56.4
0.0020749;56.4
0.0021861;56.4
0.0030574;56.4
0.0019302;56.4
0.0019841;71.3
0.0038724;71.3
0.0026097;71.3
0.0031424;71.3
0.0019285;71.3
0.0030989;71.3
0.0030296;71.3
0.0024383;64.8
0.0030217;64.8
0.0023805;64.8
0.0020093;64.8
0.0021182;64.8
0.0022344;64.8
0.0020702;64.8
0.0020852;64.8
0.0019285;51.0
0.0021721;51.0
0.0023907;51.0
0.0021862;51.0
0.003019;51.0
0.0021693;51.0
0.0020289;51.0
0.0027154;51.0
0.0020414;51.0
0.0020859;45.8
0.0030674;45.8
0.0020381;45.8
0.0021112;45.8
0.0019845;45.8
0.0023298;45.8
0.0019285;45.8
0.0020738;45.8
0.0020199;53.6
0.0024526;53.6
0.0026522;53.6
0.0018486;53.6
0.0020244;53.6
0.0019118;53.6
0.0018329;53.6
0.0019373;53.6
0.0023263;53.6
0.0029687;51.7
0.0026038;51.7
0.001965;51.7
0.0029543;51.7
0.0267947;28.8
0.003055;28.8
0.0027218;28.8
0.0030459;28.8
0.0030902;28.8
0.0031788;28.8
0.0028448;28.8
0.0024181;76.2
0.0036312;76.2
0.0033445;76.2
0.0218291;76.2
0.0027127;76.2
0.0032064;92.7
0.0039424;92.7
0.0033436;92.7
0.0023984;92.7
0.0020587;92.7
0.0028558;92.7
0.0020721;92.7
0.0029076;92.7
0.0023365;92.7
0.0020852;36.4
0.0028309;36.4
0.0020536;36.4
0.0019606;36.4
0.0022969;36.4
0.0022708;36.4
0.0020775;36.4
0.0027197;36.4
0.0019538;36.4
0.0020456;39.8
0.0022779;39.8
0.0025;39.8
0.0020161;39.8
0.002335;39.8
0.0021752;39.8
0.002694;39.8
0.0020099;39.8
0.0022924;39.8
0.0022501;46.2
0.0020773;46.2
0.0025418;46.2
0.0024315;46.2
0.0023268;46.2
0.0022309;46.2
0.0022065;46.2
0.0019613;46.2
0.0019622;46.2
0.0021555;38.8
0.0024913;38.8
0.0042764;38.8
0.002463;38.8
0.0023696;38.8
0.0028044;38.8
0.0019733;38.8
0.0020658;38.8
0.0029577;38.8
0.0026489;44.6
0.0019312;44.6
0.0032592;44.6
0.0058182;44.6
0.0027051;44.6
0.0021655;44.6
0.0023337;44.6
0.0029488;44.6
0.0020944;44.6
0.002136;46.1
0.0024332;46.1
0.0026203;46.1
0.0019356;46.1
0.0023294;46.1
0.0020684;46.1
0.0020448;46.1
0.0027406;46.1
0.0025626;46.1
0.0019933;42.3
0.0024989;42.3
0.0020786;42.3
0.0037379;42.3
0.002983;42.3
0.0020394;42.3
0.0023584;42.3
0.0026897;42.3
0.0020385;42.3
0.0028282;42.5
0.0027893;42.5
0.0018922;42.5
0.0019029;42.5
0.0027393;42.5
0.0022106;42.5
0.0018822;42.5
0.0020289;42.5
0.0032766;42.5
0.0022862;51.6
0.0020704;51.6
0.0021929;51.6
0.0024242;51.6
0.0019449;51.6
0.0019847;51.6
0.0028973;51.6
0.0022837;51.6
0.0019901;51.6
0.002195;46.8
0.0019527;46.8
0.0020399;46.8
0.0019271;46.8
0.002042;46.8
0.0021246;46.8
0.0020596;46.8
0.0021389;46.8
0.0028373;52.5
0.0025415;52.5
0.0021043;52.5
0.0027381;52.5
0.0020224;52.5
0.0026583;52.5
0.0018729;52.5
0.0019762;52.5
0.0018788;52.5
0.0020378;41.9
0.0020117;41.9
0.0029844;41.9
0.0018935;41.9
0.0028869;41.9
0.0027548;41.9
0.0022018;41.9
0.0048542;41.9
0.0028416;37.5
0.002042;37.5
0.0020236;37.5
0.002119;37.5
0.0025408;37.5
0.001871;37.5
0.0018222;37.5
0.001914;37.5
0.0022621;37.5
0.0018638;49.8
0.0023964;49.8
0.0044781;49.8
0.0020576;49.8
0.0027254;49.8
0.0029551;49.8
0.0020979;49.8
0.0024985;49.8
0.002016;49.8
0.0022559;44.2
0.0020805;44.2
0.0019122;44.2
0.0018347;44.2
0.0019455;44.2
0.0018735;44.2
0.0019172;44.2
0.0022861;44.2
0.0018783;44.2
0.0020705;44.2
0.0020644;38.3
0.0018863;38.3
0.0021242;38.3
0.0019899;38.3
0.0021741;38.3
0.0020786;38.3
0.0018123;38.3
0.0018098;38.3
0.0020143;38.3
0.002511;38.3
0.0021136;33.9
0.0019581;33.9
0.002298;33.9
0.0018342;33.9
0.0018594;33.9
0.0018291;33.9
0.0018518;33.9
0.0018712;33.9
0.002049;33.9
0.0020128;33.9
0.0020672;36.3
0.0018521;36.3
0.0019732;36.3
0.0018659;36.3
0.0018434;36.3
0.0019861;36.3
0.0022786;36.3
0.002327;36.3
0.0020036;36.3
0.0035294;36.3
0.0020721;32.1
0.0024968;32.1
0.0025939;32.1
0.0019349;32.1
0.0018409;32.1
0.0019741;32.1
0.0019379;32.1
0.0019127;32.1
0.0018335;32.1
0.0019439;32.1
0.0019302;32.9
0.0018518;32.9
0.0022505;32.9
0.0274807;16.4
0.0026769;16.4
0.0030727;16.4
0.0031656;16.4
0.0031301;16.4
0.0024415;16.4
0.0031351;84.3
0.0034979;84.3
0.003465;84.3
0.0023506;84.3
0.0021674;84.3
0.003303;84.3
0.0022704;84.3
0.0020093;66.9
0.0021157;66.9
0.0033921;66.9
0.0020582;66.9
0.0027446;66.9
0.0027006;66.9
0.0020109;66.9
0.002281;66.9
0.0028155;66.9
0.0021803;36.9
0.0021442;36.9
0.0020249;36.9
0.0024786;36.9
0.0034733;36.9
0.0022013;36.9
0.0020659;36.9
0.0021121;36.9
0.0021813;36.9
0.0032659;38.7
0.002441;38.7
0.0020524;38.7
0.0028223;38.7
0.0020356;38.7
0.0022091;38.7
0.002026;38.7
0.0024424;38.7
0.0020781;38.7
0.002131;44.9
0.0024376;44.9
0.002525;44.9
0.0022693;44.9
0.0020733;44.9
0.0027345;44.9
0.0023886;44.9
0.0025698;44.9
0.0019783;44.9
0.0028797;41.6
0.0035789;41.6
0.0024075;41.6
0.0024428;41.6
0.0022017;41.6
0.0026299;41.6
0.0018869;41.6
0.0021665;41.6
0.002608;41.6
0.0025249;43.3
0.0040773;43.3
0.0020237;43.3
0.002823;43.3
0.0024916;43.3
0.0023454;43.3
0.003203;43.3
0.0025276;43.3
0.002406;54.0
0.0038238;54.0
0.0024475;54.0
0.0019889;54.0
0.0033455;54.0
0.0024831;54.0
0.0020476;54.0
0.0019625;54.0
0.0019842;58.0
0.0019716;58.0
0.002674;58.0
0.0023995;58.0
0.002032;58.0
0.0018356;58.0
0.0029021;58.0
0.0022;58.0
0.0021345;58.0
0.0020158;43.6
0.0021364;43.6
0.0024342;43.6
0.0020413;43.6
0.00201;43.6
0.0033808;43.6
0.001944;43.6
0.0020972;43.6
0.0019183;43.6
0.002748;45.3
0.0020704;45.3
0.0025455;45.3
0.0023835;45.3
0.0021838;45.3
0.0019718;45.3
0.0019968;45.3
0.0030299;45.3
0.0022017;45.3
0.0019309;41.4
0.0024859;41.4
0.0019309;41.4
0.0020406;41.4
0.0019731;41.4
0.0022752;41.4
0.0022516;41.4
0.0019659;41.4
0.0019689;41.4
0.00278;40.3
0.0029496;40.3
0.0018631;40.3
0.0025371;40.3
0.0022016;40.3
0.0032216;40.3
0.002133;40.3
0.0019405;40.3
0.0019224;40.3
0.0020111;50.7
0.0020141;50.7
0.0030861;50.7
0.0020423;50.7
0.0019147;50.7
0.0025812;50.7
0.0021216;50.7
0.0019552;50.7
0.0025164;50.7
0.0024144;44.8
0.0020841;44.8
0.0036382;44.8
0.0018801;44.8
0.0029355;44.8
0.0018383;44.8
0.0019899;44.8
0.0023457;44.8
0.0023941;38.9
0.0017676;38.9
0.002039;38.9
0.0018674;38.9
0.0025817;38.9
0.0020463;38.9
0.0019328;38.9
0.0018981;38.9
0.0023407;38.9
0.0027797;38.2
0.0018859;38.2
0.0019434;38.2
0.0019975;38.2
0.0019107;38.2
0.002342;38.2
0.0030529;38.2
0.0019572;38.2
0.0018734;38.2
0.0019702;40.0
0.0020441;40.0
0.0019616;40.0
0.0019333;40.0
0.00195;40.0
0.0024735;40.0
0.0019679;40.0
0.0023869;40.0
0.0019947;40.0
0.0019679;40.0
0.0018642;45.8
0.0018989;45.8
0.0021793;45.8
0.0018776;45.8
0.0019656;45.8
0.0018756;45.8
0.0018788;45.8
0.0025301;45.8
0.0022434;45.8
0.0019548;45.8
0.0019087;36.4
0.0024177;36.4
0.0027846;36.4
0.0018138;36.4
0.0019175;36.4
0.0030154;36.4
0.0028925;36.4
0.0031189;66.5
0.0030584;66.5
0.0018908;66.5
0.001929;66.5
0.0019036;66.5
0.0021153;66.5
0.0030077;66.5
0.0019032;66.5
0.0018903;66.5
0.0021076;66.5
0.0024084;35.3
0.0019317;35.3
0.0019624;35.3
0.001952;35.3
0.0020301;35.3
0.0018748;35.3
0.0274385;30.1
0.0032607;30.1
0.0029268;30.1
0.0032326;30.1
0.0032036;30.1
0.0030011;30.1
0.0036838;30.1
0.0033709;82.6
0.0032487;82.6
0.0026754;82.6
0.0170122;82.6
0.0042852;82.6
0.0022997;82.6
0.0027943;81.4
0.0032313;81.4
0.0025668;81.4
0.0020508;81.4
0.0029267;81.4
0.0021945;81.4
0.002274;81.4
0.0020444;81.4
0.0021267;81.4
0.0021578;81.4
0.0027589;33.3
0.002089;33.3
0.0027051;33.3
0.0022362;33.3
0.0020696;33.3
0.0020614;33.3
0.0020332;33.3
0.0021341;33.3
0.0020707;33.3
0.002593;34.9
0.0026601;34.9
0.0020119;34.9
0.0029404;34.9
0.0023412;34.9
0.0025014;34.9
0.0019694;34.9
0.0020523;34.9
0.0019525;34.9
0.0029973;38.9
0.0024644;38.9
0.0022173;38.9
0.003554;38.9
0.0021573;38.9
0.0019724;38.9
0.0018941;38.9
0.0022439;38.9
0.0022114;38.9
0.002097;52.4
0.0023623;52.4
0.0028169;52.4
0.0026133;52.4
0.0020365;52.4
0.0033929;52.4
0.0023568;52.4
0.002792;52.4
0.0030683;42.5
0.0021157;42.5
0.0026045;42.5
0.0033686;42.5
0.0024546;42.5
0.0032617;42.5
0.0025568;42.9
0.0021814;42.9
0.0019549;42.9
0.0025815;42.9
0.001927;42.9
0.0020344;42.9
0.0029393;37.5
0.0020278;37.5
0.0020752;37.5
0.0024361;37.5
0.0024083;37.5
0.0023333;37.5
0.002003;37.5
0.0027218;37.5
0.0019958;37.5
0.0020341;43.8
0.0019376;43.8
0.0024734;43.8
0.0024465;43.8
0.0019068;43.8
0.0019679;43.8
0.002959;43.8
0.0028932;43.8
0.0026442;43.8
0.0019283;41.3
0.002405;41.3
0.0027806;41.3
0.0019128;41.3
0.0019063;41.3
0.0021779;41.3
0.0020852;41.3
0.00502;41.3
0.0021378;41.3
0.002467;38.1
0.0022209;38.1
0.0019882;38.1
0.0020618;38.1
0.0019692;38.1
0.0020527;38.1
0.0031304;38.1
0.002384;38.1
0.0025479;38.1
0.0020321;42.2
0.0022875;42.2
0.0018792;42.2
0.0025227;42.2
0.0019521;42.2
0.0020799;42.2
0.0018274;42.2
0.0024964;42.2
0.0019379;42.2
0.0023946;42.4
0.0019213;42.4
0.0027751;42.4
0.0026106;42.4
0.0028155;42.4
0.0022218;42.4
0.0020705;42.4
0.0019233;42.4
0.0025963;44.3
0.0024223;44.3
0.002004;44.3
0.0020484;44.3
0.0029829;44.3
0.0026048;44.3
0.0021659;44.3
0.0020114;44.3
0.0019993;44.3
0.0021518;42.6
0.0019125;42.6
0.0024163;42.6
0.0019863;42.6
0.0020193;42.6
0.0023158;42.6
0.0021887;42.6
0.0027258;42.6
0.0019543;42.6
0.0019428;38.6
0.0029877;38.6
0.0026565;38.6
0.0019098;38.6
0.0018763;38.6
0.0023124;38.6
0.0020601;38.6
0.0018763;38.6
0.0019734;38.6
0.0020146;43.2
0.0022789;43.2
0.0019195;43.2
0.0020117;43.2
0.0026521;43.2
0.0019525;43.2
0.0018517;43.2
0.0019907;43.2
0.0019388;43.2
0.0026183;52.5
0.001901;52.5
0.0018462;52.5
0.0018348;52.5
0.00197;52.5
0.002823;52.5
0.0024337;52.5
0.0025838;52.5
0.0029942;52.5
0.0025239;63.0
0.0021352;63.0
0.0023513;63.0
0.0023618;63.0
0.0017604;63.0
0.0018574;63.0
0.001871;63.0
0.0017472;63.0
0.002227;63.0
0.0020115;63.0
0.0019754;32.0
0.0020031;32.0
0.0019115;32.0
0.00188;32.0
0.0018852;32.0
0.0019114;32.0
0.0019159;32.0
0.0019884;32.0
0.001881;32.0
0.0022857;32.0
0.0023859;35.3
0.0292999;27.6
0.0033322;27.6
0.0031616;27.6
0.0027378;27.6
0.0021252;27.6
0.0029671;27.6
0.0029741;88.9
0.0031759;88.9
0.0035762;88.9
0.0023819;88.9
0.0039773;88.9
0.0031112;88.9
0.0036326;83.2
0.0026664;83.2
0.0036263;83.2
0.0028926;83.2
0.0022892;83.2
0.0026796;83.2
0.0032277;83.2
0.0035091;83.2
0.002084;83.2
0.0020496;50.2
0.0020632;50.2
0.0020604;50.2
0.0021628;50.2
0.0020621;50.2
0.0025697;50.2
0.002562;50.2
0.002062;50.2
0.0021232;50.2
0.002101;44.8
0.0029007;44.8
0.0022481;44.8
0.0024837;44.8
0.0033836;44.8
0.0023147;44.8
0.0022944;44.8
0.002526;44.8
0.0023806;44.8
0.0036409;38.6
0.002176;38.6
0.0028142;38.6
0.0021266;38.6
0.0025177;38.6
0.002179;38.6
0.0025419;38.6
0.0019236;38.6
0.0019675;38.6
0.0025989;43.8
0.0021019;43.8
0.0027138;43.8
0.0026913;43.8
0.0027185;43.8
0.0020503;43.8
0.0019778;43.8
0.0020209;43.8
0.0022505;43.8
0.0019326;39.4
0.0019857;39.4
0.0029244;39.4
0.0025956;39.4
0.0025412;39.4
0.0032204;39.4
0.0031018;39.4
0.002083;39.4
0.0019784;46.4
0.0027196;46.4
0.0025346;46.4
0.0020242;46.4
0.0021623;46.4
0.0020501;46.4
0.0018704;46.4
0.0021222;46.4
0.0019194;46.4
0.0020176;44.8
0.0019962;44.8
0.0024093;44.8
0.0020934;44.8
0.0018813;44.8
0.0020084;44.8
0.0023802;44.8
0.0019478;44.8
0.0019522;44.8
0.0018955;45.0
0.0019453;45.0
0.0021973;45.0
0.0020403;45.0
0.0021139;45.0
0.002808;45.0
0.0020257;45.0
0.002148;45.0
