0.741554;0.0;fallas1;232
0.0047191;0.0;fallas2;214
0.0036912;0.0;fallas3;215
0.0056794;0.0;fallas4;236
0.004331;0.0;fallas5;253
0.0075896;0.0;fallas6;220
0.0046428;0.0;fallas7;213
0.0040377;42.6;fallas8;217
0.0031273;42.6;fallas9;211
0.0052001;42.6;fallas10;207
0.0068369;42.6
0.0039132;42.6
0.0055221;42.6
0.0044778;42.6
0.0065179;42.6
0.0047844;55.7
0.0148352;55.7
0.0045982;55.7
0.0045895;55.7
0.003563;55.7
0.0038335;55.7
0.0033917;55.7
0.0036241;55.7
0.0038215;59.0
0.0036564;59.0
0.0031896;59.0
0.0031904;59.0
0.0033214;59.0
0.0032471;59.0
0.0031354;59.0
0.0033498;59.0
0.0037933;59.0
0.0039071;52.5
0.0029397;52.5
0.0031524;52.5
0.002779;52.5
0.0032276;52.5
0.0026492;52.5
0.0030219;52.5
0.0028803;52.5
0.0044791;49.0
0.0032168;49.0
0.0041505;49.0
0.0028464;49.0
0.0031634;49.0
0.0033452;49.0
0.004285;49.0
0.0031662;49.0
0.0033033;49.0
0.0025427;48.6
0.0045318;48.6
0.0033075;48.6
0.0025436;48.6
0.0027281;48.6
0.0025209;48.6
0.0061504;48.6
0.0030107;48.6
0.0072322;50.8
0.0050166;50.8
0.0024923;50.8
0.0038983;50.8
0.0044335;50.8
0.0026729;50.8
0.0039421;50.8
0.0025538;50.8
0.0025994;50.5
0.0025387;50.5
0.0036823;50.5
0.0030674;50.5
0.0031792;50.5
0.0036967;50.5
0.0033746;50.5
0.0029281;50.5
0.0030726;53.4
0.0024289;53.4
0.0034539;53.4
0.0030146;53.4
0.0028971;53.4
0.0027668;53.4
0.0022734;53.4
0.0028612;53.4
0.002693;46.2
0.00278;46.2
0.0040304;46.2
0.0027925;46.2
0.0035414;46.2
0.0033467;46.2
0.0023622;46.2
0.0028993;46.2
0.0030358;50.8
0.0024953;50.8
0.0025674;50.8
0.0036123;50.8
0.0023759;50.8
0.0033778;50.8
0.0037534;50.8
0.002486;50.8
0.0025798;51.4
0.0031171;51.4
0.0034373;51.4
0.0023402;51.4
0.0024868;51.4
0.0037124;51.4
0.0027133;51.4
0.0036096;51.4
0.0025146;49.1
0.0027132;49.1
0.0024487;49.1
0.0024043;49.1
0.0023471;49.1
0.002844;49.1
0.0027665;49.1
0.0026278;49.1
0.0029088;49.1
0.0032453;41.2
0.0062265;41.2
0.0030293;41.2
0.0025266;41.2
0.0022878;41.2
0.0034887;41.2
0.0030952;41.2
0.0036028;41.2
0.0024247;41.2
0.0138884;48.3
0.0027947;48.3
0.0022211;48.3
0.0025265;48.3
0.0044149;48.3
0.0031247;48.3
0.0024079;48.3
0.0025434;48.3
0.0030658;48.3
0.002965;48.3
0.0039302;45.1
0.0029196;45.1
